,col
3632,AbBomen CO Scan
3633,
3634,Victoria S+ith
3635,"Date: 03.2,.2016
DOB: 09.15.2003"
3636,"Date: 11.23.20K2
DOB: 04.25~1959"
3637,"Date: 03.23.2/02
DOB: 02.23V1934"
3638,"Date: 06e28.2000
DOB: 91.19.1968"
3639,"ShaunxTaylor
Date: 07^14.2017
DOB: 01.2o.2006"
3640,DOB: 01.04./992
3641,Date: 05.07.1999
3642,"Joshu, Richardson
DOB: 05.e3.1988"
3643,Stephan6e Duran
3644,DOB: 11.2).1948
3645,"N'ncy Holmes
Date: 11`02.2000"
3646,"Ashley D'az
Date: 04.04h2001"
3647,"Tammy Konzales
Date: 06.33.2014
DOB: G7.01.1998"
3648,
3649,"Allen ValenciY
Date: 08.26.20u3
DOB: 0).02.1991
K/ee YR Scan"
3650,"+ary Bennett
Date: 09.18.2N20
DOB: Q0.31.1982"
3651,",eslie Bryant
DOB: 06%02.1957"
3652,"Michgel Rhodes
DOB: 08.^2.1941"
3653,DOB: 02.23.m953
3654,"Mark.Olson
DOB: 01.t4.1938"
3655,Aricia Thompson
3656,Alicia yenry
3657,"MichDle Brown
DOB: 04.23.19w8"
3658,Date: 08.21b2004
3659,DOB: 09.18.194r
3660,DOB: 06.0;.1957
3661,Matthew Johnsop
3662,"Vicki Perk5ns
Lpine CY Scan"
3663,
3664,David Gordob
3665,DOB: 07.29.19F0
3666,"Date: 07.26.8021
DOB: 10.Y5.2003"
3667,DOB: 1'.13.1987
3668,"Date: 10.08.202c
DOB: 10318.1947"
3669,"Da+n Sparks
DOB: 1 .21.1991
Ch5st 3T Scan"
3670,Dovna Hancock
3671,"Beverly SmitA
Date: 09.04.2008
DOB: 12.29.A952
ShoulKer lT Scan"
3672,"Audrey Jo)nson
Date: 06]16.2008"
3673,
3674,"JoshMa Burns
Date: 08.B1.2006
Foo# Cd Scan"
3675,"DOB: 0B.09.1957
Hea# *T Scan"
3676,Date: 09_30.2021
3677,"Williah Smith
Date: 10.11.<007
DOB: 04.12.194#
S^oulder zR Scan"
3678,"Kelly Ke[nedy
DOB: 02.17.1l55"
3679,"Joshua McpheKson
DOB: 04.1Q.1946"
3680,
3681,DOB: 04.07.1q47
3682,"Rebecka Caldwell
DOB: G9.18.1984"
3683,C-nthia Choi
3684,"April D\vis
Date: 11.04.2014
DOB: 12.13.19D7"
3685,"Rachel DougBerty
Date: 0\.06.1994
DOB: 02.2I.1995"
3686,Hhather Valentine
3687,"AWgie King
Date: 04.19.20i0"
3688,]ryce Mckinney
3689,DOB: w2.03.1971
3690,"Mary Lunningham
Date: 07.10s2017"
3691,"Natasha MuriAlo
Date: D1.25.2024
DOB: 06t16.1971"
3692,Sazdra Alexander
3693,"ChristiaQ Gomez
Date: )5.20.2015
DOB: 01.11@1993"
3694,DOB: 0E.18.2005
3695,"DOB: A3.04.1935
Abdo|en |T Scan"
3696,"Richard Rodriguei
Date: 0d.10.1995
DOB: 01.!0.1969"
3697,Ani_a Bentley
3698,Geoffrey Washing5on
3699,"Date: 09517.1998
DOB: 08'19.1975"
3700,"DOB: 02.06.5942
#oot Cx Scan"
3701,"Date: 12._0.2012
Pelv""s M[ Scan"
3702,"JVson Morgan
Date: 04.3012003"
3703,Date: 11.22.2020
3704,"Jasnn Gonzales
DOB: 1I.02.2005"
3705,DOB: 28.06.1997
3706,Abd`men :T Scan
3707,Kelse+ Sutton
3708,"wennifer Garcia
Date: 0|.23.2015
DOB: 10-09.1989"
3709,Date: 10.25.202%
3710,"John JohnsGn
DOB: 04.12.1V92"
3711,"Lyn! Decker
Date: 04.22k2020
Should0r M& Scan"
3712,
3713,"Date: 01.09-2002
DOB: y9.18.1994"
3714,Amber Besn
3715,Stephen HarrXs
3716,Date: 07.02.200>
3717,"Corey MckenRie
Date: 01.|9.2002
DOB: 05.15,1959"
3718,"Daniel KruTger
Sh?ulder CL Scan"
3719,"Erica Mavis
Date: 11.05.2d13"
3720,Date: 19.23.2014
3721,"Jnnnifer Proctor
Date: 08.08.202I
DOB: 08.06.19j9
Elb9w wT Scan"
3722,DOB: 1y.28.1959
3723,"DOB: 01.y6.1944
Abdoeen Cf Scan"
3724,Eybow mR Scan
3725,
3726,"Date: 08.24.2712
DOB: 04.17.19Y5"
3727,"Nicole Watzs
Date: 07.08.20-8
DOB: 10.07.194@
AbdomeV `R Scan"
3728,"Andrea Bento3
DOB: 01.24.20)4
PelvGs 0T Scan"
3729,"Chriktopher King
Date: 06.1=.2017"
3730,DOB: 07.28.1998
3731,"DOB: 08.07.1999
Ankl] M$ Scan"
3732,Leslie Johnsyn
3733,"Date: 04.0].2009
DOB: 06303.2004"
3734,"Meg\an Montgomery
Date: 12527.2016
DOB: 11.05.1)58"
3735,"Mqlissa Johnson
DOB: 11.19.196e"
3736,Date: 08.1~.2011
3737,"Curtis Flore>
Date: 07.11x2023"
3738,Lmndsay Dennis
3739,"Dogglas Duncan
DOB: 06K05.1970"
3740,DOB: 03.U2.1994
3741,"Bailey We?t
DOB: 05.}0.1964
Oelvis Cv Scan"
3742,Date: 09.13.f009
3743,"DOB: m8.27.2002
P.lvis MI Scan"
3744,"DOB: 05.0Q.1992
Knee hT Scan"
3745,"Dr. Lisa Wilsdn
Date: 03H18.2020"
3746,
3747,"Date: 06.15.2`22
DOB: 0O.30.1979"
3748,DanielkSmith
3749,"Danitl Smith
DOB: 05.15.19 5
Qhoulder qT Scan"
3750,Jose'h Gregory
3751,"Emily Huds*n
Date: 10.1r.2014
DOB: 09.d9.1967"
3752,DOB: 05P25.1990
3753,DOB: 0}.16.1943
3754,
3755,"David Xelson
Date: )3.17.2011"
3756,"Perry Sim~son
Date: 11N21.1998"
3757,"Grian Wilson
Date: 03.24.20}4
DOB: 0+.17.1942"
3758,"Date: 61.09.2019
DOB: 0z.05.1986"
3759,Pelvir MR Scan
3760,"Date: 10.22.199?
DOB: 07V31.2004
El|ow GT Scan"
3761,"Cindy Mah8ney
DOB: 07.-9.1963"
3762,"Allgson Duffy
Date: 07.$7.2012"
3763,DOB: 12.23B1946
3764,Date: 10P17.1999
3765,"Mic1ael Hardin
Date: 07.06.(008
DOB: 08.26.n981"
3766,"Miss Ka)la Peterson
Date: 12.14.2#10
DOB: 10.01.1S75"
3767,"Caleb Gardne@
Date: 07.28.20B4"
3768,
3769,Date: 07.16c2014
3770,"F8licia Jones
Date: 02.04.2I08"
3771,"DennismTurner
DOB: V3.12.1949
HMad Cm Scan"
3772,"Date: 03?14.1995
DOB: 05.1f.1986"
3773,"Gina #arrett
Date: 04.z7.2016"
3774,"Date: a3.21.2019
DOB: 10.2?.1969"
3775,"oitchell Cox
DOB: 10.22.p979"
3776,"Re)ee Watts
Date: 08.03.20M8
Cead CP Scan"
3777,DOB: 08.21.1Q69
3778,"Mrs.dSherri Osborn
Shoul*er C= Scan"
3779,"DOB: 10.3s.1958
wead XT Scan"
3780,"Date: 1C.01.2008
DOB: 09|25.1983"
3781,
3782,"Date: 04.24.199W
DOB: 03.26.k964"
3783,Mia ScoTt
3784,"2effery Webb
Date: 11.13.20S0"
3785,"Kayl- Lucas
DOB: 08.08.E981"
3786,"Erik LeQy
Date: 08923.2008
DOB: 12.1$.1951"
3787,Date: 07.16.2O12
3788,Donmld Johnson
3789,
3790,"David Quind
DOB: 02.0].1969
Ffot MV Scan"
3791,"oherry Edwards
Date: 07.-5.2017
DOB: 07.27.x984
Jead MW Scan"
3792,KnVe MD Scan
3793,"Date: 10.25.2.05
Kn#e nT Scan"
3794,"Date: 01.06.20`1
DOB: )4.27.1964"
3795,Teresa L@ttle
3796,DOB: 1g.03.1933
3797,"Annett+ Bowman
Date: y2.22.2002"
3798,
3799,"vathy Blake
Date: 48.29.2008
DOB: 0D.21.1975"
3800,Robert Ghllagher
3801,
3802,DOB: 10.31.2001
3803,DOB: 11.2D.1986
3804,
3805,"Mector Arnold
DOB: 05.22L1994"
3806,"Kayla BlackweAl
DOB: 08.0|.1984
F:ot Mj Scan"
3807,"Laura FRster
DOB: 08.12.19n7"
3808,"Cristal Harris
Date: 10.09V2001
DOB: T5.27.1976"
3809,"Date: 10.K3.2021
DOB: 05.13.200D"
3810,"Date: 06.09.201d
DOB: 10.24.1^68
.bdomen #T Scan"
3811,
3812,"Date: 02.26.2D12
F~ot :R Scan"
3813,Date: 08.3|.2010
3814,"DOB: W9.07.1999
SPine YR Scan"
3815,"Travis <onzalez
DOB: 08.68.1985"
3816,Date: 03.31.2220
3817,"Date: 05.L1.2013
DOB: 01.*9.1973"
3818,DOB: #6.22.1942
3819,"Jeffr&y Carlson
Date: 07.26.199C
DOB: 02.22.19(9"
3820,Eric HolmeJ
3821,"Date: 09.13.-005
DOB: 0t.08.1994"
3822,"Billn Cunningham
DOB: y4.03.1967
Ankl[ C~ Scan"
3823,"Date: 07.10-2019
DOB: 06.21.195&"
3824,DOB: 09.39.1971
3825,Ge/ald Jacobs
3826,"Rickey Marti}
Date: 04.0w.2007
DOB: 0C.08.1954
yoot MJ Scan"
3827,"Courtney Pa_el DDS
Date: 1,.25.2021
DOB: 04.09q1952"
3828,"DOB: 09.13&1977
>houlder )T Scan"
3829,"Chris<ina Stone
Date: e4.09.2016
DOB: 02626.1980
AbdXmen C3 Scan"
3830,Frank Elli|tt
3831,Date: 05.40.2014
3832,Pa$ricia Peterson
3833,Phillip BarnGtt
3834,"Stephange Blake
DOB: 08?03.1962"
3835,Eubow CG Scan
3836,"Date: 02.17.1p97
Qbdomen MJ Scan"
3837,"Date: 12.2?.2000
DOB: 0m.09.1962
Ankl+ sR Scan"
3838,"Date: 03.11d2021
AbNomen KT Scan"
3839,"Date: }5.01.2024
DOB: 10.0L.1995"
3840,"Date: 09.[8.2023
Shou$der CP Scan"
3841,"Date: 02.12.199""
ESbow LR Scan"
3842,"?homas Hernandez
Date: 03.29.199)
DOB: 0^.07.1994"
3843,Date: 12.2L.2004
3844,"Date: 04.10.2h11
DOB: 03/08.1970"
3845,"Billy?Byrd
S9oulder Ca Scan"
3846,"?uke Phillips
DOB: 09 09.1955"
3847,"Date: 0r.23.2022
DOB: 07.H8.1933"
3848,"Date: c5.20.2022
DOB: 09B25.1954"
3849,
3850,"Date: 12.18.20@0
Shoul]er AR Scan"
3851,"Jos3ph George MD
Date: Z3.18.2004
2hest MH Scan"
3852,Vincent Roxinson
3853,FoXt HT Scan
3854,Date: s2.23.2006
3855,"Date: 07.16.1b94
DOB: D4.03.1951"
3856,"BrittanW Austin
DOB: 11.z0.1964"
3857,"SEeryl Stephens
Date: 02.02.|014"
3858,DOB: 01.1I.1984
3859,"Jaco& Peterson
DOB: 07.C0.1984
ECbow ^R Scan"
3860,"Kashleen Bond
DOB: 0k.05.1961
Spixe nR Scan"
3861,Actumn Ward MD
3862,"SarahQRuiz
Date: 0!.05.2017
DOB: 0J.06.1957"
3863,Dean LXe
3864,"Colvin Campbell
DOB: 04.02.k958"
3865,"DOB: 81.15.1955
Spi:e VT Scan"
3866,"Date: 10.28.s002
DOB: 02.14+1959"
3867,"Keith B.rker
Date: 0<.02.1998
DOB: 02.27.F957"
3868,"glison Webb
Date: 10.31.1998
DOB: 08.3\.1990"
3869,"Shelly Chris""ensen
Date: 07&09.2016
DOB: l7.14.1944"
3870,"Sheila War1
Date: 0F.24.2012
DOB: 05.26.y955"
3871,DOB: 09.04.193E
3872,"@radley Morrison
DOB: 02.11""1974"
3873,
3874,"Date: 09.16.201{
DOB: 0).24.1960
ShFulder CG Scan"
3875,DOB: 1>.05.1974
3876,"Date: 01.1222012
DOB: 04.1w.1937"
3877,"Robert iurphy
Date: H3.24.2014"
3878,Ch>st Cq Scan
3879,
3880,"Date: 11+09.2014
Kn8e MV Scan"
3881,"Date: 03.08.20s3
DOB: 04.16.198%"
3882,"DOB: 05.1,.1942
AbdSmen HT Scan"
3883,"Samantha Pkrez
Date: 01.27.20#4
DOB: 06.27.j948"
3884,"BrittanyURamirez
Date: 11.0D.2012
DOB: 10.2J.1995"
3885,"Susan Wiiliams
Date: 07.13.2002"
3886,"Date: 10.g6.1997
velvis (T Scan"
3887,"Hann+h Ruiz
Date: 11.07.2S11
DOB: 10.15.19G8"
3888,"NTcholas Anderson
Date: 06.17.S024
DOB: 10.2651989
PClvis C. Scan"
3889,"J>ffrey Meyer
Date: 06.2"".2014
DOB: 05.07.f984
fnkle MV Scan"
3890,DOB: 1|.24.1951
3891,
3892,"Heather Hrrper
DOB: 10.17.1'70"
3893,"\ammy Turner
Date: 03.}0.1995"
3894,"DOB: 05.2q.1990
E3bow Mr Scan"
3895,DOB: 03.08.1943
3896,"Emily nraham
Cqest MO Scan"
3897,"Date: 01.28.=000
Anrle DT Scan"
3898,"Amanga Petty
DOB: 08.21.1T82
Shovlder MY Scan"
3899,Date: 11.12.2^18
3900,"Date: 12.09{2008
DOB: 02.g9.1996"
3901,"]rin Ortiz
Date: 01.10.x006
DOB: 11.06.197""
Elbo_ C2 Scan"
3902,"Valerie +ughes
Ipine M} Scan"
3903,Nulie Bell
3904,"Sandra Browe
Date: 0(.10.2004
DOB: ~4.14.1937"
3905,DOB: 11.08.196H
3906,DOB: 04.24.20*1
3907,
3908,"So@hia Herrera
Date: 09.12.2Z07"
3909,"Dennis Wigkins
Date: 10.12.2313
DOB: 01.2911943"
3910,DOB: 0d.17.1958
3911,"W3ndy Henderson
Date: 05.23v1995"
3912,"Date: 0g.22.2018
DOB: 09.11.k962"
3913,"Stacy Duart$
Date: 08.01.201K"
3914,"Amanda~Merritt
Date: 06.07.201h
DOB: $0.03.1941"
3915,"DOB: 05.08.1/54
Jhest ,T Scan"
3916,Angel Fitzgeral 
3917,"William Ro1ero
DOB: 09.13.194<"
3918,"Date: 08.21.20:2
DOB: 07.17W1951
Ab#omen OT Scan"
3919,"Dalton R[gers
Date: t1.28.2010
DOB: 02.21.19W8
plbow ^T Scan"
3920,Date: 1s.05.2003
3921,DenisI Stone
3922,"Di+na Hartman
Date: 08.24.2}00
DOB: 01.04$1980"
3923,"Elizabeth Garrett
P.lvis Ma Scan"
3924,G0na Boyd
3925,
3926,"Dr. Jamie Will9ams
Date: 05.27+2000
DOB: 01.12.199("
3927,"Dan 'ohnson
Date: 0y.04.2016
DOB: 10.09.19O2"
3928,
3929,"Nat@lie Rivas
DOB: 01.25.1Y54"
3930,DOB: 03.28.198n
3931,"wauren Spence
Date: 07.24.*997"
3932,"DOB: 06.05.195\
Pelv=s yR Scan"
3933,"DaniellekWhite
Date: 01.05.20k1
DOB: 08.08.19F2"
3934,"Allison _ing
Date: 02.0_.2010
DOB: 03.0g.1996
<hest ,R Scan"
3935,DOB: 01h12.1999
3936,"Date: 0*.08.2006
DOB: 10.16.1y41
Kiee qT Scan"
3937,Che&t M: Scan
3938,"Date: 12.02.|019
DOB: 12.09.193}"
3939,"Olivia Vobertson
Date: 06.+3.2012"
3940,
3941,"J}nathan Palmer
Date: 05.04.2c08
PLlvis BR Scan"
3942,"John Wauner
Date: 03.1b.2015"
3943,Date: 07B20.2022
3944,Date: m5.22.2006
3945,"earen Reeves
Date: 07.2l.1995
DOB: 07.15.1937"
3946,Joseph Conwky
3947,"Joan.Wall
Date: 03.2882021"
3948,Date: 03.04._011
3949,"Robxrt Li
PelviN OT Scan"
3950,DOB: 01.N2.1935
3951,DOB: 03S30.1984
3952,"DOB: 01.30.1944
Elbou CK Scan"
3953,"Jodi Mend?za
Date: 02.g7.2023
DOB: 08.1;.1996"
3954,Date: 08R19.1994
3955,DOB: 03.11.1e58
3956,Date: 05.09i2019
3957,"Jessica )ebb
Date: 1z.13.2001
DOB: 02.10.6989"
3958,Date: 04.2H.1996
3959,Gloria~Powell
3960,"Dan<el Poole
Date: 04.11.202]"
3961,"Date: 07.25-2008
DOB: 10.25.195\"
3962,DOB: 12.10.19~4
3963,
3964,"Jonat4an Andrade
DOB: 1p.06.1992"
3965,Date: 06.03.2P15
3966,"Date: 04}02.2011
DOB: 03.02.19/3"
3967,"Larzy Bradshaw
Date: 09.12.19P8"
3968,DOB: 01.30.J966
3969,"Michael Coener
DOB: 02.24.19&4"
3970,DOB: 05P28.1936
3971,"Andrew Modre
Date: 09.1'.2021"
3972,"Th_odore Wagner MD
Date: 03.23l2015
DOB: 07.07w1967"
3973,"DOB: 09.1H.1982
Ank4e Cw Scan"
3974,DOB: 08.19.1-69
3975,
3976,"xilliam Ramsey
DOB: 11.0{.2001"
3977,
3978,"Chrostine Oconnell
Date: 07.15.2_01"
3979,"Jasmine ~imenez
Fooa rR Scan"
3980,JoDe Cook
3981,"Theodqre Campbell
Date: 05.12~1995"
3982,"KriCtin Vaughan
Date: 04.2Z.2005"
3983,"Mr. Norman Lawrence`DDS
DOB: 02t07.2001"
3984,Date: D9.05.2006
3985,Grant FernBndez
3986,DOB: 01.21.g998
3987,"Jeffrey GardnVr
Date: 08.Y2.2017
DOB: 11.30t1980"
3988,"Date: 02.28.20y2
DOB: 0[.21.1964"
3989,Date: 03.02.`021
3990,
3991,"Jennifer Sprickland
Date: 02.09.20|0"
3992,Date: 04.19.19y7
3993,"Caseandra James
Date: 12.26|1996
DOB: 06z15.2003"
3994,"DOB: 12#07.1959
zead ;T Scan"
3995,"3r. Wendy Li
DOB: M2.10.1960"
3996,"Norman Gumez
Date: 06.25.2612"
3997,"Christo2her Watts
DOB: 01.>6.1991"
3998,"Franx Meyer
DOB: 1E.28.1987
Pe.vis Cy Scan"
3999,
4000,"Shannon Krau)e
Date: M8.04.1998
H'ad +R Scan"
4001,"J)hn Erickson
Date: 08.22.19V9"
4002,"And""ea Palmer
Date: 01.o0.2008
DOB: l8.16.1990
Abdomeo C^ Scan"
4003,"Cody Jacknon
Date: 06.15.o003"
4004,"Date: 10.05T2007
DOB: 08.-7.1964"
4005,"Date: 0 .19.2021
DOB: 08.10^1962
PelviP MM Scan"
4006,"Kimberly Bur=ess
Date: 06.05.200I
DOB: 07.23.1C85"
4007,"Kim ""ee"
4008,"Date: [0.29.2018
DOB: 07.25.r953"
4009,"nhane Oliver
Date: 07.%9.2000
DOB: 02002.1937"
4010,"Tahmy Lester
DOB: 07.3B.1955"
4011,DOB: 06.11.19L8
4012,"DOB: 07.11.19k6
Abdom0n 6R Scan"
4013,
4014,"Jos ua Zamora
Date: 10.27.2026"
4015,"Date: 05.18@2001
DOB: 21.01.1971"
4016,"Date: 01.31.1t96
DOB: 02K24.1972
Spin+ Ck Scan"
4017,"Date: 09.X4.2001
DOB: 03.1Y.1978"
4018,"Date: 12t28.2002
DOB: 04.19.1r92"
4019,Date: 03.[1.2013
4020,
4021,Date: 05.0..1996
4022,"Christi#e Collins
Date: 07.10.20j8
DOB: 10.14.199@
3lbow eT Scan"
4023,"Date: 0C.08.2013
DOB: r2.18.1966"
4024,DOB: 08.05R1980
4025,"xdam Garcia
DOB: 07I13.1963"
4026,"Date: 02E03.2017
DOB: 01.16.198z
|elvis ""R Scan"
4027,"Date: 0U.19.2014
DOB: 12.05.194!"
4028,"Date: H1.13.2000
DOB: 11.y1.1992"
4029,"Date: 11.17.200`
DOB: 12a24.1943"
4030,"Sambel Grant
Date: -2.21.1996
DOB: 07.;6.1983"
4031,Kri|ti Lopez
4032,"Marissa Steeee
DOB: 1"".10.1954"
4033,"Dani~l Barrett
Date: 02.16.9995
DOB: 03.16S1967"
4034,Matthew Shith
4035,"Mark Simpoon
Date: 0s.13.2014"
4036,"Date: 11.08.2<04
DOB: 04(10.2004"
4037,"Date: 04*08.2021
DOB: 08.22.#954
H?ad JR Scan"
4038,John!y Walker
4039,DOB: m9.29.2004
4040,"Joseph Espinozs
DOB: 09~01.1973"
4041,Tony Yor5
4042,Date: 0r.16.2021
4043,1nna Rowe
4044,"zames Bradford
DOB: 06.12.19P7
KEee Ml Scan"
4045,Tiffany Rol:ins
4046,"William phort
Date: 12.11.z022"
4047,"Date: 1r.05.2009
DOB: 12.07.?981"
4048,"ElizSbeth Frost
Date: 09.02.20^1
DOB: 11.09.194M
F0ot hR Scan"
4049,"George Hudso|
Date: 1V.02.1995
DOB: 06.(2.2001"
4050,"AnnavMeyer
Date: 0n.11.1999
DOB: 0T.03.1975"
4051,"Gregory Williams
DOB: 02.15.W950
K7ee @R Scan"
4052,"Bill prazier
Date: 11.86.2006
DOB: 11.K9.1986"
4053,
4054,"Janet-Contreras
Date: 0`.17.2021"
4055,"Rya0 Bates
Date: 12.25.201f"
4056,"JosepU Hill
DOB: 10.0R.1964"
4057,"James Will|s
Date: p9.03.2010
DOB: 02.11;1960"
4058,"Matthe* Hall
Date: 07t29.2009
DOB: 12.18.19M0
F/ot BR Scan"
4059,"Brian GallBgher
ShoulOer MI Scan"
4060,"Amanda D|vis
DOB: 03.22.198*"
4061,"Date: 06.05.20I7
DOB: 03.13.19|8"
4062,"DOB: 08.g2.1955
Pclvis /T Scan"
4063,"Louis 'ordan
Date: 07. 6.2008
DOB: 01.1 .1953"
4064,"Mary NeaO
Date: 06.17.r014"
4065,
4066,"Michael Thom+son
Date: 12.Z2.1996"
4067,"Kelli MarshDll
Date: 10.30.@006
DOB: 11.24.19>2"
4068,"JacoK Adams
DOB: 04.11.1498"
4069,"Vincent MorroK
Date: 12(14.1999
DOB: 10.26t1975"
4070,Lisa John~on
4071,"Eevin Nichols
Date: 11.1w.1998
rnkle MK Scan"
4072,"Mari Flores
Date: 92.14.2017
DOB: 10.2J.2002"
4073,"yohn Flores
Date: 05.09.2015
Spi.e VT Scan"
4074,Laura BautistF
4075,"Co?leen Smith
Date: 10.28.w023
Elb'w UT Scan"
4076,"Jennifer JXhnson MD
Date: z2.25.1999
DOB: 07.19.19Y3"
4077,"Cindy Ftewart
DOB: 05.0e.1963
Anyle QT Scan"
4078,"Date: 08.02.2k05
DOB: 0s.16.2000
onee C| Scan"
4079,DOB: 02.10.o993
4080,WilliamIDyer
4081,
4082,Jes2e Garcia
4083,"Rebecca D#naldson
Date: p9.24.1998
AbdomIn CM Scan"
4084,"Caslandra Kramer
Date: 07621.2007
Shou6der NT Scan"
4085,"DOB: &2.06.1970
SpinA C^ Scan"
4086,"DOB: 1$.07.1965
Kn{e -R Scan"
4087,
4088,DOB: 08.'3.1962
4089,"DOB: 01.0q.1970
Ankl0 QT Scan"
4090,"Date: 11.07_2009
DOB: 06p23.1945"
4091,"JuliP Hunt
Date: 11.2p.1994
DOB: 04 08.1967"
4092,
4093,"DOB: 04.[3.1961
tnkle ZT Scan"
4094,"Date: 06.07h1999
DOB: 12.12.19d8"
4095,"rvonne Duncan
DOB: 08.18.1]81"
4096,"RoKin Palmer
DOB: 06.22.=962"
4097,Date: 10.15.1.97
4098,Date: 08.a0.2004
4099,"Emily Frezman
Date: 09.11R2008
DOB: 09.29.1987"
4100,Hector Rogerp
4101,Alison Thoma7
4102,"Kyle Rodrigue{
Date: 07.03.:000"
4103,"Ashley Hans+n
Date: 05.23.d997
DOB: 05.10.Y983"
4104,"Cl?ire Wilson
Date: 11.15.201H"
4105,"Kathleen Andersoz
Date: C7.25.2013
DOB: 07i06.1934"
4106,Date: 03%20.2008
4107,"Ghristine Rodriguez
Date: 01.f6.1996
DOB: 0b.20.1960
AbDomen MU Scan"
4108,"Kevin Uewis
Abdome% Mf Scan"
4109,ChristZpher Alexander
4110,"~atthew Levine
Date: 06809.1995
Pelv/s C! Scan"
4111,Date: 02.20.200~
4112,"Jacob Doqson
DOB: 07.02.1n47"
4113,Date: 08.15.i005
4114,"Date: 08.0n.2004
DOB: 01.3k.1955"
4115,"Ronatd Contreras
Date: D3.30.2014"
4116,John L=na
4117,"Oonya Miller
Shlulder MV Scan"
4118,"JeffFChavez
Date: 05.?9.2010
DOB: J2.26.1935
Abdo3en CP Scan"
4119,"SandraGPrice
Date: 07.06.2d17
DOB: 12I21.1947"
4120,"Rachul Robinson
Date: o1.26.2014
DOB: 11.23.20|2"
4121,"Daniel Tayl<r
DOB: 04.2t.1990"
4122,Date: 0Z.01.1997
4123,DOB: 05.12.195W
4124,"ARicia Williams
Date: 01.0u.2000"
4125,"SamRel Fowler
Date: 80.15.2007
DOB: 10.14)1983"
4126,AlishamGreen
4127,"Date: 05I12.2016
DOB: o2.26.1978"
4128,"Du7tin Williams
DOB: 02.12..004"
4129,"TaSya Hahn
Date: 04.20.20&4
DOB: 11.20c1965"
4130,"Date: 03.16.201W
DOB: 02.25.19M5"
4131,"Date: 11.03.20:1
DOB: 11510.1964"
4132,"Jerxmy Ware
Date: 08.19.200x
Thest CN Scan"
4133,7nkle aR Scan
4134,"Date: 0~.30.2002
DOB: 12.:8.1991"
4135,Date: 01.17t2002
4136,"KrisWa Gamble
DOB: 05.11.200e"
4137,"Baniel Roach
DOB: 0C.05.1961"
4138,"Date: 02.21.d012
DOB: 06.0w.1995"
4139,F+ot RT Scan
4140,DOB: 03.19.1u74
4141,"Diana ^ominguez
DOB: 01I23.1984
Klee M~ Scan"
4142,"John MartinjJr.
Date: 11.13.1a99
DOB: 01.22.19.3"
4143,"Russell Richwrds
Date: 07B06.1994
DOB: 04.20.198u"
4144,
4145,"Date: C2.20.2013
Sho1lder kT Scan"
4146,Date: 01.r4.2010
4147,"Michael Jo3nson
Date: 08.07.202/
HeNd =R Scan"
4148,"Che<yl Burns
Date: Y8.09.2007
Elbo! Mh Scan"
4149,"DOB: 01.22,2000"
4150,"Jody ManniFg
Date: }1.11.2003
DOB: 03J06.1986"
4151,"Dalton YouWg
DOB: 0~.24.1988"
4152,DOB: 05.0(.1936
4153,"JackbThomas
Abdom8n .T Scan"
4154,"Andrew:Holland
Anklv C= Scan"
4155,Date: 03U16.1996
4156,"Megan Mor1is
Date: 02.2J.2019
DOB: 12.1?.1956"
4157,"Ahdrea Sanchez
DOB: 09.t0.1964"
4158,"Date: 10.01H2011
DOB: 06.27.1&93"
4159,DOB: 08.27.198{
4160,Date: 06.Z4.2006
4161,"Brrdley Hall
Date: 0J.15.2002
DOB: B5.28.2005"
4162,"Date: 08.04.199\
DOB: 0p.13.1951"
4163,"Patricia Rozan
Date: 06~28.1994"
4164,"Nathan BIwers
DOB: 07.03.L974"
4165,
4166,Date: 03.17.w998
4167,"Jeffrey WhiXe
Date: 04.e7.2016
DOB: 05.06.194d"
4168,"Jamie A@ery
Date: 10.A3.2006
Elhow tR Scan"
4169,Sho5lder Mm Scan
4170,"JBseph Mendoza
Date: 03.16.[018
Abdo^en >T Scan"
4171,Date: 12.11.2:18
4172,Jennifer xccullough
4173,Date: 10.19.20Y0
4174,"James CAntu
DOB: 11w23.1938"
4175,PelvDs Cs Scan
4176,
4177,"ViNcent Garcia
Date: 07.16.1?98
DOB: 07.H4.1988
E0bow (T Scan"
4178,"M8rk Hunt
DOB: 08.0W.1944"
4179,"Denise Morg/n
Date: 02e11.2009"
4180,Date: 08.29.2 19
4181,"PatricR Evans
Date: C1.17.2015"
4182,"Pazela Woods
Date: 12e05.2018
DOB: 11.0411976"
4183,"Date: 04=27.2004
~lbow C6 Scan"
4184,Date: 10.03.20G7
4185,"BrenEa Hickman
DOB: 09.11v1940
Anklq Me Scan"
4186,DOB: ;1.07.1949
4187,DOB: 09.19.N943
4188,
4189,DOB: 07.18.2Y05
4190,"Amands Warner
Date: 12.2a.2011"
4191,"DOB: 12.04.19}3
_lbow CR Scan"
4192,Date: 04.16K2016
4193,
4194,"Saley Ward
DOB: 0O.05.1962"
4195,
4196,"Jasmi0 Guerrero
Date: 0,.12.1997
PelYis uT Scan"
4197,"Donald Jackyon
Date: ?3.23.2017
DOB: 04.16.!994"
4198,"A(ron Walker
Date: 01.Z4.2002"
4199,"Stephen Bar3on
ShouldPr QR Scan"
4200,Julie T5an
4201,"Daniel Nguyen
Date: 03.05.&014"
4202,"DOB: 12.22.=946
KnUe +R Scan"
4203,Vhonda Riley
4204,DOB: M8.28.1941
